Rec,Name,Team,Positions,Rank,ADP,PlayerInfo,PTS,Projections,Link,Last,Description,Status,Year
1387,Easton McGee,SEA,RP,1398.0,999.0,Easton McGee (SEA - RP),22,1-1-0SV|5.94|1.36|6.40K9,https://www.fantasypros.com/mlb/players/easton-mcgee.php,McGee,"1-1-0SV|5.94|1.36|6.40K9
",MiLB,2023
1388,Erick Mejia,WSH,"2B,3B,SS",1399.0,999.0,"Erick Mejia (WSH - 2B,3B,SS)",22,.217|4R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/erick-mejia.php,Mejia,".217|4R|1HR|4RBI|1SB
",MiLB,2023
1389,Ernie Clement,TOR,"2B,3B,OF",1400.0,999.0,"Ernie Clement (TOR - 2B,3B,OF)",22,.222|6R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/ernie-clement.php,Clement,".222|6R|1HR|4RBI|1SB
",MiLB,2023
1390,Jacob Barnes,TEX,RP,1401.0,999.0,Jacob Barnes (TEX - RP),22,1-1-0SV|6.12|1.40|8.32K9,https://www.fantasypros.com/mlb/players/jacob-barnes.php,Barnes,"1-1-0SV|6.12|1.40|8.32K9
",NRI,2023
1391,Nathan Lukes,TOR,OF,1402.0,999.0,Nathan Lukes (TOR - OF),22,.243|6R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/nathan-lukes.php,Lukes,".243|6R|1HR|5RBI|1SB
",,2023
1392,Patrick Murphy,MIN,RP,1403.0,999.0,Patrick Murphy (MIN - RP),22,1-1-0SV|6.14|1.47|8.62K9,https://www.fantasypros.com/mlb/players/patrick-murphy.php,Murphy,"1-1-0SV|6.14|1.47|8.62K9
",MiLB,2023
1393,Ryan Rolison,COL,SP,1404.0,999.0,Ryan Rolison (COL - SP),22,1-2-0SV|5.46|1.53|7.14K9,https://www.fantasypros.com/mlb/players/ryan-rolison.php,Rolison,"1-2-0SV|5.46|1.53|7.14K9
",,2023
1394,Wynton Bernard,TOR,OF,1405.0,999.0,Wynton Bernard (TOR - OF),22,.234|7R|1HR|5RBI|2SB,https://www.fantasypros.com/mlb/players/wynton-bernard.php,Bernard,".234|7R|1HR|5RBI|2SB
",MiLB,2023
1395,Yosver Zulueta,TOR,"RP,SP",1406.0,999.0,"Yosver Zulueta (TOR - RP,SP)",22,1-1-0SV|4.81|1.45|9.06K9,https://www.fantasypros.com/mlb/players/yosver-zulueta.php,Zulueta,"1-1-0SV|4.81|1.45|9.06K9
",MiLB,2023
1396,Andrew Abbott,CIN,SP,1407.0,999.0,Andrew Abbott (CIN - SP),21,0-1-0SV|4.40|1.45|9.69K9,https://www.fantasypros.com/mlb/players/andrew-abbott.php,Abbott,"0-1-0SV|4.40|1.45|9.69K9
",MiLB,2023
1397,Ben Leeper,CHC,RP,1408.0,999.0,Ben Leeper (CHC - RP),21,1-1-0SV|4.13|1.33|8.25K9,https://www.fantasypros.com/mlb/players/ben-leeper.php,Leeper,"1-1-0SV|4.13|1.33|8.25K9
",MiLB,2023
1398,Brendon Davis,DET,OF,1409.0,999.0,Brendon Davis (DET - OF),21,.200|7R|2HR|6RBI|2SB,https://www.fantasypros.com/mlb/players/brendon-davis.php,Davis,".200|7R|2HR|6RBI|2SB
",MiLB,2023
1399,Chris Murphy,BOS,SP,1410.0,999.0,Chris Murphy (BOS - SP),21,1-1-0SV|4.79|1.43|7.83K9,https://www.fantasypros.com/mlb/players/chris-murphy.php,Murphy,"1-1-0SV|4.79|1.43|7.83K9
",MiLB,2023
1400,Chris Owings,PIT,"2B,SS",1411.0,999.0,"Chris Owings (PIT - 2B,SS)",21,.220|7R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/chris-owings.php,Owings,".220|7R|1HR|5RBI|1SB
",NRI,2023
1401,Jake Walsh,STL,RP,1412.0,999.0,Jake Walsh (STL - RP),21,1-1-0SV|6.45|1.37|9.47K9,https://www.fantasypros.com/mlb/players/jake-walsh.php,Walsh,"1-1-0SV|6.45|1.37|9.47K9
",MiLB,2023
1402,Jared Oliva,LAA,OF,1413.0,999.0,Jared Oliva (LAA - OF),21,.213|6R|1HR|6RBI|2SB,https://www.fantasypros.com/mlb/players/jared-oliva.php,Oliva,".213|6R|1HR|6RBI|2SB
",MiLB,2023
1403,Jed Lowrie,FA,DH,1414.0,999.0,Jed Lowrie (FA - DH),21,.218|5R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/jed-lowrie.php,Lowrie,".218|5R|1HR|5RBI|0SB
",FA,2023
1404,Justin Garza,LAA,RP,1415.0,999.0,Justin Garza (LAA - RP),21,1-1-0SV|6.93|1.49|9.42K9,https://www.fantasypros.com/mlb/players/justin-garza.php,Garza,"1-1-0SV|6.93|1.49|9.42K9
",MiLB,2023
1405,Justin Wilson,MIL,RP,1416.0,999.0,Justin Wilson (MIL - RP),21,1-1-0SV|5.57|1.46|9.35K9,https://www.fantasypros.com/mlb/players/justin-wilson.php,Wilson,"1-1-0SV|5.57|1.46|9.35K9
",,2023
1406,Max Kranick,PIT,RP,1417.0,999.0,Max Kranick (PIT - RP),21,1-0-0SV|7.92|1.40|6.55K9,https://www.fantasypros.com/mlb/players/max-kranick.php,Kranick,"1-0-0SV|7.92|1.40|6.55K9
",IL60,2023
1407,McKinley Moore,PHI,RP,1418.0,999.0,McKinley Moore (PHI - RP),21,1-1-0SV|4.50|1.46|9.75K9,https://www.fantasypros.com/mlb/players/mckinley-moore.php,Moore,"1-1-0SV|4.50|1.46|9.75K9
",NRI,2023
1408,Noah Davis,COL,RP,1419.0,999.0,Noah Davis (COL - RP),21,1-1-0SV|6.51|1.56|7.83K9,https://www.fantasypros.com/mlb/players/noah-davis.php,Davis,"1-1-0SV|6.51|1.56|7.83K9
",MiLB,2023
1409,Rafael Marchan,PHI,C,1420.0,999.0,Rafael Marchan (PHI - C),21,.238|6R|1HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/rafael-marchan.php,Marchan,".238|6R|1HR|6RBI|0SB
",MiLB,2023
1410,Ralph Garza Jr.,FA,RP,1421.0,999.0,Ralph Garza Jr. (FA - RP),21,1-1-0SV|6.34|1.40|6.62K9,https://www.fantasypros.com/mlb/players/ralph-garza.php,Garza Jr.,"1-1-0SV|6.34|1.40|6.62K9
",FA,2023
1411,Ryan Dorow,TEX,"3B,SS",1422.0,999.0,"Ryan Dorow (TEX - 3B,SS)",21,.212|6R|1HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/ryan-dorow.php,Dorow,".212|6R|1HR|6RBI|1SB
",MiLB,2023
1412,Sam Selman,FA,RP,1423.0,999.0,Sam Selman (FA - RP),21,0-1-0SV|6.57|1.38|9.05K9,https://www.fantasypros.com/mlb/players/samuel-selman.php,Selman,"0-1-0SV|6.57|1.38|9.05K9
",FA,2023
1413,Tayler Saucedo,SEA,RP,1424.0,999.0,Tayler Saucedo (SEA - RP),21,1-0-0SV|6.32|1.37|9.00K9,https://www.fantasypros.com/mlb/players/tayler-saucedo.php,Saucedo,"1-0-0SV|6.32|1.37|9.00K9
",,2023
1414,Tyler White,MIN,1B,1425.0,999.0,Tyler White (MIN - 1B),21,.223|4R|1HR|4RBI|0SB,https://www.fantasypros.com/mlb/players/tyler-white.php,White,".223|4R|1HR|4RBI|0SB
",NRI,2023
1415,Yennier Cano,BAL,RP,1426.0,999.0,Yennier Cano (BAL - RP),21,1-1-0SV|6.61|1.52|9.00K9,https://www.fantasypros.com/mlb/players/yennier-cano.php,Cano,"1-1-0SV|6.61|1.52|9.00K9
",,2023
1416,Yohel Pozo,OAK,"C,DH",1427.0,999.0,"Yohel Pozo (OAK - C,DH)",21,.248|5R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/yohel-pozo.php,Pozo,".248|5R|1HR|5RBI|0SB
",MiLB,2023
1417,Abner Uribe,MIL,RP,1428.0,999.0,Abner Uribe (MIL - RP),20,0-1-0SV|4.92|1.57|9.31K9,https://www.fantasypros.com/mlb/players/abner-uribe.php,Uribe,"0-1-0SV|4.92|1.57|9.31K9
",MiLB,2023
1418,Greg Allen,BOS,OF,1429.0,999.0,Greg Allen (BOS - OF),20,.221|8R|1HR|5RBI|3SB,https://www.fantasypros.com/mlb/players/greg-allen.php,Allen,".221|8R|1HR|5RBI|3SB
",NRI,2023
1419,Indigo Diaz,NYY,RP,1430.0,999.0,Indigo Diaz (NYY - RP),20,1-1-0SV|4.05|1.35|10.80K9,https://www.fantasypros.com/mlb/players/indigo-diaz.php,Diaz,"1-1-0SV|4.05|1.35|10.80K9
",MiLB,2023
1420,Israel Pineda,WSH,C,1431.0,999.0,Israel Pineda (WSH - C),20,.209|6R|2HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/israel-pineda.php,Pineda,".209|6R|2HR|6RBI|0SB
",,2023
1421,Jake Reed,LAD,RP,1432.0,999.0,Jake Reed (LAD - RP),20,1-0-0SV|6.37|1.43|8.40K9,https://www.fantasypros.com/mlb/players/jake-reed.php,Reed,"1-0-0SV|6.37|1.43|8.40K9
",MiLB,2023
1422,Jimmy Yacabonis,NYM,RP,1433.0,999.0,Jimmy Yacabonis (NYM - RP),20,1-1-0SV|6.38|1.51|10.07K9,https://www.fantasypros.com/mlb/players/jimmy-yacabonis.php,Yacabonis,"1-1-0SV|6.38|1.51|10.07K9
",MiLB,2023
1423,Johan Camargo,KC,"2B,3B,SS",1434.0,999.0,"Johan Camargo (KC - 2B,3B,SS)",20,.238|6R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/johan-camargo.php,Camargo,".238|6R|1HR|5RBI|0SB
",MiLB,2023
1424,Magneuris Sierra,ATL,OF,1435.0,999.0,Magneuris Sierra (ATL - OF),20,.223|7R|0HR|5RBI|3SB,https://www.fantasypros.com/mlb/players/magneuris-sierra.php,Sierra,".223|7R|0HR|5RBI|3SB
",MiLB,2023
1425,Mason McCoy,SEA,SS,1436.0,999.0,Mason McCoy (SEA - SS),20,.243|6R|1HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/mason-mccoy.php,McCoy,".243|6R|1HR|6RBI|1SB
",NRI,2023
1426,Moises Lugo,SD,RP,1437.0,999.0,Moises Lugo (SD - RP),20,1-1-0SV|4.50|1.38|9.71K9,https://www.fantasypros.com/mlb/players/moises-lugo.php,Lugo,"1-1-0SV|4.50|1.38|9.71K9
",NRI,2023
1427,Randy Dobnak,MIN,"RP,SP",1438.0,999.0,"Randy Dobnak (MIN - RP,SP)",20,1-1-0SV|5.91|1.33|5.24K9,https://www.fantasypros.com/mlb/players/randy-dobnak.php,Dobnak,"1-1-0SV|5.91|1.33|5.24K9
",NRI,2023
1428,Steele Walker,DET,OF,1439.0,999.0,Steele Walker (DET - OF),20,.187|6R|2HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/steele-walker-of.php,Walker,".187|6R|2HR|5RBI|1SB
",MiLB,2023
1429,Tyson Miller,MIL,"P,SP",1440.0,999.0,"Tyson Miller (MIL - P,SP)",20,1-1-0SV|6.37|1.51|8.94K9,https://www.fantasypros.com/mlb/players/tyson-miller.php,Miller,"1-1-0SV|6.37|1.51|8.94K9
",,2023
1430,Adam Haseley,CWS,OF,1441.0,999.0,Adam Haseley (CWS - OF),19,.224|5R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/adam-haseley.php,Haseley,".224|5R|1HR|5RBI|1SB
",NRI,2023
1431,Anthony Kay,CHC,RP,1442.0,999.0,Anthony Kay (CHC - RP),19,0-0-0SV|6.46|1.49|9.22K9,https://www.fantasypros.com/mlb/players/anthony-kay.php,Kay,"0-0-0SV|6.46|1.49|9.22K9
",NRI,2023
1432,Bradley Zimmer,LAD,OF,1443.0,999.0,Bradley Zimmer (LAD - OF),19,.191|7R|1HR|5RBI|2SB,https://www.fantasypros.com/mlb/players/bradley-zimmer.php,Zimmer,".191|7R|1HR|5RBI|2SB
",NRI,2023
1433,Brent Rooker,OAK,OF,1444.0,999.0,Brent Rooker (OAK - OF),19,.207|6R|2HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/brent-rooker.php,Rooker,".207|6R|2HR|6RBI|0SB
",,2023
1434,Brett Wisely,SF,2B,1445.0,999.0,Brett Wisely (SF - 2B),19,.243|5R|1HR|4RBI|2SB,https://www.fantasypros.com/mlb/players/brett-wisely.php,Wisely,".243|5R|1HR|4RBI|2SB
",MiLB,2023
1435,Cam Gallagher,CLE,C,1446.0,999.0,Cam Gallagher (CLE - C),19,.223|6R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/cam-gallagher.php,Gallagher,".223|6R|1HR|5RBI|0SB
",NRI,2023
1436,Clayton Beeter,NYY,SP,1447.0,999.0,Clayton Beeter (NYY - SP),19,0-0-0SV|4.15|1.33|9.89K9,https://www.fantasypros.com/mlb/players/clayton-beeter.php,Beeter,"0-0-0SV|4.15|1.33|9.89K9
",,2023
1437,Colton Welker,SF,3B,1448.0,999.0,Colton Welker (SF - 3B),19,.230|5R|1HR|4RBI|0SB,https://www.fantasypros.com/mlb/players/colton-welker.php,Welker,".230|5R|1HR|4RBI|0SB
",MiLB,2023
1438,Connor Phillips,SEA,SP,1449.0,999.0,Connor Phillips (SEA - SP),19,1-1-0SV|5.32|1.58|8.88K9,https://www.fantasypros.com/mlb/players/connor-phillips.php,Phillips,"1-1-0SV|5.32|1.58|8.88K9
",,2023
1439,DJ Stewart,NYM,OF,1450.0,999.0,DJ Stewart (NYM - OF),19,.198|5R|2HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/dj-stewart.php,Stewart,".198|5R|2HR|5RBI|0SB
",NRI,2023
1440,Daz Cameron,BAL,OF,1451.0,999.0,Daz Cameron (BAL - OF),19,.219|6R|1HR|5RBI|2SB,https://www.fantasypros.com/mlb/players/daz-cameron.php,Cameron,".219|6R|1HR|5RBI|2SB
",NRI,2023
1441,Hagen Danner,TOR,"C,RP",1452.0,999.0,"Hagen Danner (TOR - C,RP)",19,0-0-0SV|4.66|1.46|7.44K9,https://www.fantasypros.com/mlb/players/hagen-danner.php,Danner,"0-0-0SV|4.66|1.46|7.44K9
",MiLB,2023
1442,Jackson Tetreault,WSH,SP,1453.0,999.0,Jackson Tetreault (WSH - SP),19,1-1-0SV|5.44|1.39|6.04K9,https://www.fantasypros.com/mlb/players/jackson-tetreault.php,Tetreault,"1-1-0SV|5.44|1.39|6.04K9
",MiLB,2023
1443,Junior Fernandez,TOR,RP,1454.0,999.0,Junior Fernandez (TOR - RP),19,1-1-0SV|7.38|1.53|8.57K9,https://www.fantasypros.com/mlb/players/junior-fernandez-p.php,Fernandez,"1-1-0SV|7.38|1.53|8.57K9
",NRI,2023
1444,Kean Wong,SEA,"2B,3B",1455.0,999.0,"Kean Wong (SEA - 2B,3B)",19,.207|5R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/kean-wong.php,Wong,".207|5R|1HR|5RBI|1SB
",MiLB,2023
1445,Lewis Brinson,FA,OF,1456.0,999.0,Lewis Brinson (FA - OF),19,.217|5R|2HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/lewis-brinson.php,Brinson,".217|5R|2HR|5RBI|1SB
",FA,2023
1446,Matthew Batten,SD,3B,1457.0,999.0,Matthew Batten (SD - 3B),19,.227|5R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/matthew-batten.php,Batten,".227|5R|1HR|5RBI|1SB
",,2023
1447,Mike Ford,SEA,1B,1458.0,999.0,Mike Ford (SEA - 1B),19,.183|5R|2HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/mike-ford.php,Ford,".183|5R|2HR|5RBI|0SB
",NRI,2023
1448,Nicholas Padilla,CWS,RP,1459.0,999.0,Nicholas Padilla (CWS - RP),19,1-1-0SV|6.65|1.50|8.18K9,https://www.fantasypros.com/mlb/players/nicholas-padilla.php,Padilla,"1-1-0SV|6.65|1.50|8.18K9
",MiLB,2023
1449,Ryan LaMarre,MIN,OF,1460.0,999.0,Ryan LaMarre (MIN - OF),19,.219|5R|2HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/ryan-lamarre.php,LaMarre,".219|5R|2HR|5RBI|1SB
",NRI,2023
1450,Ryan Loutos,STL,RP,1461.0,999.0,Ryan Loutos (STL - RP),19,1-1-0SV|3.60|1.30|8.10K9,https://www.fantasypros.com/mlb/players/ryan-loutos.php,Loutos,"1-1-0SV|3.60|1.30|8.10K9
",MiLB,2023
1451,Tommy Romero,WSH,"P,SP",1462.0,999.0,"Tommy Romero (WSH - P,SP)",19,2-2-0SV|8.14|1.53|8.83K9,https://www.fantasypros.com/mlb/players/tommy-romero.php,Romero,"2-2-0SV|8.14|1.53|8.83K9
",MiLB,2023
1452,Zach Logue,DET,SP,1463.0,999.0,Zach Logue (DET - SP),19,1-1-0SV|5.85|1.54|7.09K9,https://www.fantasypros.com/mlb/players/zach-logue.php,Logue,"1-1-0SV|5.85|1.54|7.09K9
",MiLB,2023
1453,Zack Gelof,OAK,2B,1464.0,999.0,Zack Gelof (OAK - 2B),19,.219|6R|2HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/zack-gelof.php,Gelof,".219|6R|2HR|6RBI|1SB
",NRI,2023
1454,Adonis Medina,FA,RP,1465.0,999.0,Adonis Medina (FA - RP),18,1-0-1SV|8.16|1.40|7.12K9,https://www.fantasypros.com/mlb/players/adonis-medina.php,Medina,"1-0-1SV|8.16|1.40|7.12K9
",FA,2023
1455,Chance Sisco,MIN,C,1466.0,999.0,Chance Sisco (MIN - C),18,.195|6R|2HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/chance-sisco.php,Sisco,".195|6R|2HR|6RBI|0SB
",NRI,2023
1456,Derek Hill,WSH,OF,1467.0,999.0,Derek Hill (WSH - OF),18,.221|7R|1HR|6RBI|2SB,https://www.fantasypros.com/mlb/players/derek-hill-of.php,Hill,".221|7R|1HR|6RBI|2SB
",MiLB,2023
1457,Jacob Amaya,MIA,SS,1468.0,999.0,Jacob Amaya (MIA - SS),18,.220|5R|1HR|4RBI|0SB,https://www.fantasypros.com/mlb/players/jacob-amaya.php,Amaya,".220|5R|1HR|4RBI|0SB
",MiLB,2023
1458,Jake Hager,ARI,"2B,3B",1469.0,999.0,"Jake Hager (ARI - 2B,3B)",18,.198|6R|1HR|6RBI|1SB,https://www.fantasypros.com/mlb/players/jake-hager.php,Hager,".198|6R|1HR|6RBI|1SB
",NRI,2023
1459,Jakson Reetz,KC,C,1470.0,999.0,Jakson Reetz (KC - C),18,.214|6R|2HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/jakson-reetz.php,Reetz,".214|6R|2HR|6RBI|0SB
",MiLB,2023
1460,Joe Dunand,ATL,2B,1471.0,999.0,Joe Dunand (ATL - 2B),18,.197|7R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/joseph-dunand.php,Dunand,".197|7R|1HR|5RBI|1SB
",MiLB,2023
1461,Jorge Barrosa,ARI,OF,1472.0,999.0,Jorge Barrosa (ARI - OF),18,.259|4R|1HR|3RBI|1SB,https://www.fantasypros.com/mlb/players/jorge-barrosa.php,Barrosa,".259|4R|1HR|3RBI|1SB
",MiLB,2023
1462,Jose Marte,LAA,RP,1473.0,999.0,Jose Marte (LAA - RP),18,1-1-0SV|6.65|1.60|9.62K9,https://www.fantasypros.com/mlb/players/jose-marte.php,Marte,"1-1-0SV|6.65|1.60|9.62K9
",,2023
1463,Noah Denoyer,BAL,RP,1474.0,999.0,Noah Denoyer (BAL - RP),18,0-1-0SV|4.55|1.34|8.46K9,https://www.fantasypros.com/mlb/players/noah-denoyer.php,Denoyer,"0-1-0SV|4.55|1.34|8.46K9
",MiLB,2023
1464,Noah Song,PHI,SP,1475.0,999.0,Noah Song (PHI - SP),18,0-0-0SV|5.14|1.50|8.36K9,https://www.fantasypros.com/mlb/players/noah-song.php,Song,"0-0-0SV|5.14|1.50|8.36K9
",RST,2023
1465,Patrick Mazeika,LAD,C,1476.0,999.0,Patrick Mazeika (LAD - C),18,.223|5R|1HR|5RBI|0SB,https://www.fantasypros.com/mlb/players/patrick-mazeika.php,Mazeika,".223|5R|1HR|5RBI|0SB
",NRI,2023
1466,Phillip Evans,ARI,"3B,OF,SS",1477.0,999.0,"Phillip Evans (ARI - 3B,OF,SS)",18,.230|6R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/phillip-evans.php,Evans,".230|6R|1HR|5RBI|1SB
",NRI,2023
1467,Rene Pinto,TB,C,1478.0,999.0,Rene Pinto (TB - C),18,.217|6R|2HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/rene-pinto.php,Pinto,".217|6R|2HR|7RBI|0SB
",MiLB,2023
1468,Richie Martin,CIN,2B,1479.0,999.0,Richie Martin (CIN - 2B),18,.207|6R|1HR|4RBI|2SB,https://www.fantasypros.com/mlb/players/richie-martin.php,Martin,".207|6R|1HR|4RBI|2SB
",MiLB,2023
1469,Slade Cecconi,ARI,"RP,SP",1480.0,999.0,"Slade Cecconi (ARI - RP,SP)",18,0-1-0SV|4.68|1.32|6.43K9,https://www.fantasypros.com/mlb/players/slade-cecconi.php,Cecconi,"0-1-0SV|4.68|1.32|6.43K9
",MiLB,2023
1470,Vladimir Gutierrez,CIN,SP,1481.0,999.0,Vladimir Gutierrez (CIN - SP),18,1-1-0SV|5.66|1.59|7.62K9,https://www.fantasypros.com/mlb/players/vladimir-gutierrez.php,Gutierrez,"1-1-0SV|5.66|1.59|7.62K9
",IL60,2023
1471,Abraham Almonte,NYM,OF,1482.0,999.0,Abraham Almonte (NYM - OF),17,.213|5R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/abraham-almonte.php,Almonte,".213|5R|1HR|4RBI|1SB
",MiLB,2023
1472,Alex De Goti,MIA,"2B,SS",1483.0,999.0,"Alex De Goti (MIA - 2B,SS)",17,.217|6R|1HR|5RBI|1SB,https://www.fantasypros.com/mlb/players/alexander-de-goti.php,De Goti,".217|6R|1HR|5RBI|1SB
",MiLB,2023
1473,Austin Warren,LAA,RP,1484.0,999.0,Austin Warren (LAA - RP),17,1-1-0SV|6.63|1.48|7.68K9,https://www.fantasypros.com/mlb/players/austin-warren.php,Warren,"1-1-0SV|6.63|1.48|7.68K9
",NRI,2023
1474,Chi Chi Gonzalez,MIA,SP,1485.0,999.0,Chi Chi Gonzalez (MIA - SP),17,1-1-0SV|5.84|1.54|6.69K9,https://www.fantasypros.com/mlb/players/chi-chi-gonzalez.php,Chi Gonzalez,"1-1-0SV|5.84|1.54|6.69K9
",MiLB,2023
1475,Darwinzon Hernandez,BAL,RP,1486.0,999.0,Darwinzon Hernandez (BAL - RP),17,0-1-0SV|6.68|1.63|11.46K9,https://www.fantasypros.com/mlb/players/darwinzon-hernandez.php,Hernandez,"0-1-0SV|6.68|1.63|11.46K9
",MiLB,2023
1476,Everson Pereira,NYY,OF,1487.0,999.0,Everson Pereira (NYY - OF),17,.256|4R|2HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/everson-pereira.php,Pereira,".256|4R|2HR|4RBI|1SB
",MiLB,2023
1477,Jacob Webb,LAA,RP,1488.0,999.0,Jacob Webb (LAA - RP),17,0-0-0SV|6.10|1.28|8.26K9,https://www.fantasypros.com/mlb/players/jacob-webb.php,Webb,"0-0-0SV|6.10|1.28|8.26K9
",NRI,2023
1478,Jonathan Bowlan,KC,SP,1489.0,999.0,Jonathan Bowlan (KC - SP),17,1-1-0SV|4.50|1.47|6.67K9,https://www.fantasypros.com/mlb/players/jonathan-bowlan.php,Bowlan,"1-1-0SV|4.50|1.47|6.67K9
",MiLB,2023
1479,Kyle Funkhouser,TEX,"RP,SP",1490.0,999.0,"Kyle Funkhouser (TEX - RP,SP)",17,1-1-0SV|6.49|1.55|8.83K9,https://www.fantasypros.com/mlb/players/kyle-funkhouser.php,Funkhouser,"1-1-0SV|6.49|1.55|8.83K9
",NRI,2023
1480,Luis Barrera,LAA,OF,1491.0,999.0,Luis Barrera (LAA - OF),17,.211|5R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/luis-barrera.php,Barrera,".211|5R|1HR|4RBI|1SB
",MiLB,2023
1481,Matt Beaty,KC,OF,1492.0,999.0,Matt Beaty (KC - OF),17,.232|5R|1HR|4RBI|0SB,https://www.fantasypros.com/mlb/players/matt-beaty.php,Beaty,".232|5R|1HR|4RBI|0SB
",NRI,2023
1482,Ryan Sherriff,BOS,RP,1493.0,999.0,Ryan Sherriff (BOS - RP),17,1-2-0SV|6.93|1.50|8.31K9,https://www.fantasypros.com/mlb/players/ryan-sherriff.php,Sherriff,"1-2-0SV|6.93|1.50|8.31K9
",MiLB,2023
1483,T.J. McFarland,NYM,RP,1494.0,999.0,T.J. McFarland (NYM - RP),17,1-1-0SV|6.18|1.40|6.00K9,https://www.fantasypros.com/mlb/players/tj-mcfarland.php,McFarland,"1-1-0SV|6.18|1.40|6.00K9
",NRI,2023
1484,Taylor Dollard,SEA,SP,1495.0,999.0,Taylor Dollard (SEA - SP),17,1-1-0SV|4.33|1.23|6.86K9,https://www.fantasypros.com/mlb/players/taylor-dollard.php,Dollard,"1-1-0SV|4.33|1.23|6.86K9
",MiLB,2023
1485,Tres Barrera,STL,C,1496.0,999.0,Tres Barrera (STL - C),17,.217|5R|1HR|6RBI|0SB,https://www.fantasypros.com/mlb/players/felipe-barrera.php,Barrera,".217|5R|1HR|6RBI|0SB
",NRI,2023
1486,Yairo Munoz,ARI,2B,1497.0,999.0,Yairo Munoz (ARI - 2B),17,.255|4R|1HR|4RBI|1SB,https://www.fantasypros.com/mlb/players/yairo-munoz.php,Munoz,".255|4R|1HR|4RBI|1SB
",MiLB,2023
1487,Ali Sanchez,ARI,C,1498.0,999.0,Ali Sanchez (ARI - C),16,.211|6R|3HR|7RBI|0SB,https://www.fantasypros.com/mlb/players/ali-sanchez.php,Sanchez,".211|6R|3HR|7RBI|0SB
",MiLB,2023
1488,Andre Lipcius,DET,3B,1499.0,999.0,Andre Lipcius (DET - 3B),16,.238|4R|1HR|3RBI|0SB,https://www.fantasypros.com/mlb/players/andre-lipcius.php,Lipcius,".238|4R|1HR|3RBI|0SB
",MiLB,2023
1489,Cade Smith,CLE,RP,1500.0,999.0,Cade Smith (CLE - RP),16,0-0-0SV|4.50|1.38|11.25K9,https://www.fantasypros.com/mlb/players/cade-smith.php,Smith,"0-0-0SV|4.50|1.38|11.25K9
",MiLB,2023
1490,Casey Lawrence,TOR,RP,1501.0,999.0,Casey Lawrence (TOR - RP),16,1-1-0SV|6.78|1.42|6.84K9,https://www.fantasypros.com/mlb/players/casey-lawrence.php,Lawrence,"1-1-0SV|6.78|1.42|6.84K9
",MiLB,2023
1491,Cole Hamels,FA,SP,1502.0,999.0,Cole Hamels (FA - SP),16,1-2-0SV|5.46|1.49|7.05K9,https://www.fantasypros.com/mlb/players/cole-hamels.php,Hamels,"1-2-0SV|5.46|1.49|7.05K9
",FA,2023
1492,Dillon Peters,FA,"RP,SP",1503.0,999.0,"Dillon Peters (FA - RP,SP)",16,1-1-0SV|6.60|1.50|7.70K9,https://www.fantasypros.com/mlb/players/dillon-peters.php,Peters,"1-1-0SV|6.60|1.50|7.70K9
",FA,2023
1493,Drew Rom,BAL,SP,1504.0,999.0,Drew Rom (BAL - SP),16,1-1-0SV|4.23|1.37|7.58K9,https://www.fantasypros.com/mlb/players/drew-rom.php,Rom,"1-1-0SV|4.23|1.37|7.58K9
",MiLB,2023
1494,Evan Lee,WSH,"P,RP",1505.0,999.0,"Evan Lee (WSH - P,RP)",16,1-1-0SV|7.12|1.55|9.24K9,https://www.fantasypros.com/mlb/players/evan-lee.php,Lee,"1-1-0SV|7.12|1.55|9.24K9
",MiLB,2023
